,Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Ca44,Ti47,Mn55,Fe57,Cu65,Ga71,Sr88,Y89,Ba138,Ce140,Pb208,Dist from rim,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,MnO,FeO,SrO,Si,Ti,Al,Fe,Mg,Ca,Na,K,Sr,An
356,,11.23,38662.47,163.03,151082.38,249820.31,44.96,1943.96,74339.22,73692.48,68.89,75.44,3148.58,4.8,24.58,870.43,0.13,293.84,6.83,2.41,464.79,5.3,0.03,29.04,54.36,0.01,0.24,10.49,0.01,0.01,0.41,0.1,2.452,0.0,1.544,0.015,0.002,0.507,0.463,0.014,0.003,52.0
357,,12.4,42095.09,156.83,154419.75,250633.84,24.99,1735.43,68982.15,70335.37,52.04,79.6,2522.78,6.23,23.93,939.57,0.24,295.66,5.29,2.19,464.22,5.73,0.03,29.47,54.16,0.01,0.21,9.94,0.01,0.01,0.33,0.11,2.433,0.0,1.56,0.012,0.002,0.478,0.499,0.012,0.003,48.0
358,,10.84,38492.55,167.85,149206.28,274748.09,37.97,1984.01,69712.5,72446.45,71.0,91.74,2954.3,3.85,20.05,952.03,0.34,298.51,6.56,1.97,463.65,5.03,0.03,27.35,57.02,0.01,0.23,9.83,0.01,0.01,0.37,0.11,2.586,0.0,1.462,0.014,0.002,0.478,0.442,0.013,0.003,51.0
359,,11.03,42570.81,132.05,154150.25,318358.43,35.97,2035.78,76044.3,72764.41,77.32,88.96,2846.39,5.12,27.17,890.96,0.24,298.51,6.9,2.23,463.09,5.04,0.02,25.57,59.78,0.01,0.22,8.94,0.01,0.01,0.32,0.09,2.72,0.0,1.371,0.012,0.001,0.436,0.445,0.013,0.002,49.0
360,,12.59,41926.25,143.06,153126.72,269512.15,15.0,2005.5,86036.73,78375.81,92.07,83.42,2458.08,4.16,27.82,915.77,0.27,296.18,7.7,2.81,462.52,5.44,0.02,27.84,55.48,0.0,0.23,10.55,0.01,0.01,0.3,0.1,2.504,0.0,1.481,0.011,0.001,0.51,0.476,0.013,0.003,51.0
361,,12.59,40400.74,159.59,150784.44,240094.7,30.98,1840.03,81161.2,77522.22,68.89,80.64,2846.39,4.48,26.85,934.24,0.15,293.06,7.63,2.9,461.95,5.62,0.03,29.4,53.01,0.01,0.23,11.19,0.01,0.01,0.38,0.11,2.382,0.0,1.557,0.014,0.002,0.539,0.49,0.013,0.003,52.0
362,,11.62,41262.28,175.43,143938.38,274154.76,43.97,1950.66,74095.65,78181.03,64.68,82.03,2824.81,5.12,26.36,902.65,0.29,282.08,7.7,2.32,461.39,5.39,0.03,26.38,56.88,0.01,0.23,10.61,0.01,0.01,0.35,0.1,2.574,0.0,1.407,0.013,0.002,0.514,0.473,0.013,0.003,51.0
363,,8.69,40591.71,154.76,146494.43,279031.83,42.97,2041.52,78967.95,73440.41,58.36,91.39,2393.38,4.8,29.6,923.05,0.15,281.82,6.69,2.81,460.82,5.27,0.02,26.66,57.49,0.01,0.24,9.9,0.01,0.01,0.3,0.1,2.604,0.0,1.423,0.011,0.001,0.48,0.463,0.014,0.003,50.0
364,,12.4,42200.72,173.36,139861.88,267173.51,29.98,1871.41,62411.27,74208.08,56.26,93.13,2630.63,5.12,25.39,948.29,0.13,285.11,6.76,2.54,460.25,5.67,0.03,26.32,56.94,0.01,0.22,10.34,0.01,0.01,0.34,0.11,2.572,0.0,1.401,0.013,0.002,0.5,0.496,0.013,0.003,50.0
365,,12.98,42640.96,148.57,148263.43,268192.96,25.98,1762.95,60708.37,66333.77,66.79,94.51,2738.5,6.39,21.18,914.18,0.13,287.36,7.16,2.59,459.69,5.68,0.02,27.7,56.73,0.01,0.21,9.18,0.01,0.01,0.35,0.1,2.558,0.0,1.472,0.013,0.001,0.444,0.497,0.012,0.003,47.0
366,,12.4,41890.7,154.08,143941.49,253345.59,49.96,1920.28,68738.72,77473.52,89.96,78.56,2716.92,4.8,25.39,882.1,0.17,286.06,5.35,2.1,459.12,5.73,0.03,27.58,54.95,0.01,0.23,10.99,0.02,0.01,0.35,0.1,2.474,0.001,1.464,0.013,0.002,0.53,0.5,0.013,0.003,51.0
367,,9.86,41323.78,158.9,153058.84,290716.86,22.99,1929.18,71173.35,69633.59,54.15,82.38,3342.92,4.96,18.92,897.69,0.15,283.12,6.83,2.63,458.55,5.19,0.02,26.97,57.99,0.0,0.22,9.09,0.01,0.01,0.4,0.1,2.629,0.0,1.441,0.015,0.001,0.442,0.456,0.013,0.003,49.0
368,,10.64,41317.86,166.47,149118.82,261780.6,42.97,2063.33,67278.2,77628.2,64.68,82.03,2867.97,4.48,21.34,941.89,0.17,300.07,6.23,2.9,457.98,5.49,0.03,27.79,55.23,0.01,0.25,10.71,0.01,0.01,0.36,0.11,2.491,0.0,1.477,0.014,0.002,0.518,0.48,0.014,0.003,51.0
369,,11.81,43863.26,189.9,147532.62,280338.79,11.0,1685.73,69712.5,74294.01,73.11,93.13,2565.92,5.75,25.55,884.94,0.13,278.2,5.96,1.83,457.42,5.64,0.03,26.59,57.2,0.0,0.19,9.91,0.01,0.01,0.31,0.1,2.583,0.0,1.415,0.012,0.002,0.48,0.494,0.011,0.003,49.0
370,,9.08,38892.87,169.23,155873.22,252660.52,44.96,1963.54,71173.35,78115.15,85.75,80.64,2177.78,5.91,24.58,878.57,0.15,288.13,6.36,2.19,456.85,5.22,0.03,29.35,53.86,0.01,0.24,10.89,0.01,0.01,0.28,0.1,2.429,0.0,1.56,0.011,0.002,0.526,0.456,0.014,0.003,53.0
371,,12.4,44700.01,163.72,148511.42,258410.26,17.99,1931.95,74095.65,74494.52,45.73,95.55,2997.47,5.43,23.61,906.02,0.15,281.05,7.83,2.41,456.28,5.99,0.03,27.9,54.97,0.0,0.23,10.36,0.01,0.01,0.38,0.1,2.47,0.0,1.477,0.014,0.002,0.499,0.522,0.013,0.003,48.0
372,,9.08,40383.04,199.56,170055.84,278320.27,26.98,2169.73,75069.94,74683.57,58.36,80.3,3299.73,5.43,25.23,902.29,0.36,288.22,5.56,2.32,455.72,5.02,0.03,29.64,54.92,0.01,0.24,9.64,0.01,0.01,0.39,0.1,2.482,0.0,1.578,0.015,0.002,0.467,0.44,0.014,0.003,51.0
373,,9.08,44066.49,179.56,166436.64,282071.86,61.95,2126.37,64114.45,81964.94,79.43,83.07,3602.14,5.91,26.36,886.0,0.24,280.44,6.36,2.41,455.15,5.4,0.03,28.57,54.81,0.01,0.23,10.42,0.01,0.01,0.42,0.09,2.472,0.0,1.519,0.016,0.002,0.504,0.472,0.013,0.002,51.0
374,,8.1,42353.14,155.45,155560.37,251826.61,17.0,2003.83,73852.1,77579.5,52.04,100.41,2587.49,4.48,25.39,921.81,0.24,265.68,6.36,2.76,454.58,5.68,0.03,29.23,53.57,0.0,0.24,10.79,0.01,0.01,0.33,0.11,2.407,0.0,1.548,0.012,0.002,0.519,0.495,0.014,0.003,50.0
375,,11.23,40883.14,170.61,150965.84,279243.89,43.97,1879.72,59492.19,74351.3,87.85,84.11,2220.89,4.0,25.55,854.18,0.15,262.66,5.56,2.41,454.02,5.26,0.03,27.2,56.97,0.01,0.22,9.92,0.01,0.01,0.27,0.09,2.579,0.0,1.451,0.01,0.002,0.481,0.462,0.013,0.002,50.0
376,,12.2,42014.59,160.96,140953.57,238769.4,26.98,1593.91,67521.61,76840.48,66.79,94.17,3213.35,5.12,24.09,869.9,0.2,260.42,4.95,2.1,453.45,5.97,0.03,28.07,53.83,0.01,0.2,11.33,0.01,0.01,0.44,0.11,2.417,0.0,1.485,0.017,0.002,0.545,0.52,0.011,0.003,51.0
377,,8.3,38875.51,176.12,137587.12,269626.32,19.99,1893.86,83842.47,63901.87,60.47,90.0,1983.8,4.96,20.7,863.36,0.2,257.74,4.28,2.81,452.88,5.32,0.03,26.39,58.56,0.0,0.23,9.08,0.01,0.01,0.26,0.1,2.654,0.0,1.41,0.01,0.002,0.441,0.467,0.013,0.003,48.0
378,,8.69,37640.0,157.52,145642.42,264172.23,40.97,1838.06,69955.97,67863.37,73.11,71.63,2760.08,4.8,23.77,923.76,0.27,254.73,5.96,2.28,452.32,5.11,0.03,27.7,56.89,0.01,0.22,9.56,0.01,0.01,0.36,0.11,2.577,0.0,1.479,0.014,0.002,0.464,0.449,0.013,0.003,50.0
379,,10.84,37411.23,176.12,138012.59,252122.24,37.97,1715.65,63384.48,77132.65,56.26,71.63,2609.06,3.85,22.48,868.66,0.2,256.37,5.56,3.16,451.75,5.22,0.03,27.01,55.87,0.01,0.21,11.18,0.01,0.01,0.35,0.1,2.529,0.0,1.441,0.013,0.002,0.542,0.458,0.012,0.003,54.0
380,,10.45,34364.09,169.23,157531.62,287271.08,14.0,1792.13,76287.91,68009.46,54.15,81.68,2695.35,4.16,23.29,900.88,0.1,252.23,7.16,2.1,451.18,4.37,0.03,28.06,57.93,0.0,0.2,8.97,0.01,0.01,0.33,0.1,2.64,0.0,1.507,0.013,0.002,0.438,0.386,0.012,0.003,52.0
381,,10.06,42478.12,147.88,153287.63,256927.98,28.98,1495.52,79942.67,74483.06,75.21,92.43,2695.35,4.8,22.31,895.56,0.15,244.04,6.09,2.19,450.62,5.68,0.02,28.74,54.55,0.01,0.18,10.34,0.01,0.01,0.34,0.1,2.454,0.0,1.524,0.013,0.001,0.498,0.496,0.01,0.003,50.0
382,,9.08,40789.36,152.7,149486.57,255223.44,30.98,1711.02,77749.67,69009.14,54.15,93.13,2803.23,4.16,23.12,904.24,0.15,238.1,6.09,2.41,450.05,5.57,0.03,28.61,55.31,0.01,0.21,9.78,0.01,0.01,0.37,0.11,2.491,0.0,1.519,0.014,0.002,0.472,0.486,0.012,0.003,49.0
383,,8.5,41485.67,130.67,134606.62,274542.17,16.0,1655.15,72634.41,71025.7,37.3,93.82,3040.64,5.12,22.8,854.35,0.1,251.54,5.62,2.01,449.48,5.57,0.02,25.32,58.48,0.0,0.2,9.9,0.01,0.01,0.39,0.1,2.648,0.0,1.351,0.015,0.001,0.48,0.489,0.012,0.003,49.0
384,,7.91,36658.59,167.85,138751.53,259380.78,28.98,1499.82,71903.85,63635.48,43.62,88.27,2673.78,5.75,21.83,844.12,0.15,250.33,5.69,2.54,448.91,5.14,0.03,27.24,57.67,0.01,0.19,9.25,0.01,0.01,0.36,0.1,2.614,0.0,1.455,0.014,0.002,0.449,0.452,0.011,0.003,49.0
385,,9.67,39977.6,150.63,143650.33,245185.86,16.0,1262.51,78724.27,81286.07,60.47,80.64,2673.78,4.16,23.61,885.64,0.22,244.99,6.69,2.23,448.35,5.56,0.03,27.98,54.07,0.0,0.16,11.72,0.01,0.01,0.35,0.11,2.436,0.0,1.485,0.013,0.002,0.566,0.486,0.009,0.003,53.0
386,,10.06,40345.03,163.03,182261.46,308377.93,26.98,1624.5,79698.98,74145.06,71.0,103.18,2889.55,4.48,22.31,864.78,0.2,249.47,7.23,2.63,447.78,4.65,0.02,29.45,56.41,0.01,0.17,8.87,0.01,0.01,0.32,0.09,2.559,0.0,1.575,0.012,0.001,0.431,0.409,0.01,0.002,51.0
387,,10.84,39810.4,181.63,148404.02,245754.72,42.97,1508.49,66791.41,69576.3,64.68,83.07,2652.2,6.07,22.8,901.59,0.22,249.38,6.23,2.41,447.21,5.57,0.03,29.09,54.54,0.01,0.19,10.1,0.01,0.01,0.35,0.11,2.455,0.0,1.543,0.013,0.002,0.487,0.486,0.011,0.003,49.0
388,,7.91,36005.65,136.87,153002.4,270425.57,29.98,1604.48,76044.3,75041.62,81.53,88.62,3040.64,5.59,23.77,893.97,0.27,236.9,5.82,1.97,446.65,4.72,0.02,28.11,56.25,0.01,0.19,10.21,0.01,0.01,0.38,0.1,2.554,0.0,1.504,0.014,0.001,0.497,0.415,0.011,0.003,54.0
389,,8.89,41578.77,162.34,148306.05,238082.28,44.96,1513.33,78967.95,73689.61,83.64,92.78,3278.13,5.12,28.95,898.93,0.24,246.97,5.09,2.06,446.08,5.86,0.03,29.3,53.25,0.01,0.19,10.78,0.01,0.01,0.44,0.11,2.39,0.0,1.55,0.017,0.002,0.518,0.51,0.011,0.003,50.0
390,,7.13,40606.49,176.81,162230.15,265148.86,50.96,1471.57,83842.47,70226.52,64.68,94.17,2954.3,4.32,26.04,946.15,0.2,238.45,5.82,2.45,445.51,5.29,0.03,29.64,54.85,0.01,0.17,9.5,0.01,0.01,0.37,0.11,2.474,0.0,1.576,0.014,0.002,0.459,0.463,0.01,0.003,49.0
391,,12.2,35238.3,166.47,148747.61,238598.14,52.96,1278.41,70929.86,73643.78,56.26,97.29,2889.55,5.91,21.34,854.0,0.22,232.17,7.1,2.41,444.95,5.01,0.03,29.62,53.79,0.01,0.16,10.86,0.01,0.01,0.39,0.1,2.43,0.0,1.577,0.015,0.002,0.526,0.439,0.009,0.003,54.0
392,,12.2,36374.86,156.83,146125.51,231822.82,35.97,1519.36,75069.94,63687.04,68.89,100.76,3299.73,5.75,20.21,852.94,0.17,227.86,5.35,2.28,444.38,5.34,0.03,30.08,54.03,0.01,0.2,9.71,0.01,0.01,0.46,0.11,2.434,0.0,1.597,0.017,0.002,0.469,0.466,0.011,0.003,50.0
393,,10.06,35788.33,154.76,153429.6,246943.41,24.99,1379.01,74826.36,78647.94,75.21,90.35,3170.17,4.48,22.48,866.19,0.2,233.89,5.15,3.34,443.81,4.9,0.03,29.47,53.7,0.01,0.17,11.19,0.01,0.01,0.41,0.1,2.428,0.0,1.57,0.016,0.002,0.542,0.43,0.01,0.003,55.0
394,,10.06,39032.01,165.78,156074.2,250120.05,14.0,1477.07,89207.02,76602.74,81.53,94.86,3213.35,6.39,26.2,902.83,0.15,229.15,4.89,1.83,443.25,5.28,0.03,29.57,53.65,0.0,0.18,10.75,0.01,0.01,0.41,0.1,2.418,0.0,1.571,0.015,0.002,0.519,0.461,0.01,0.003,52.0
395,,8.69,37011.92,144.44,149609.33,253700.38,24.99,1333.28,73365.0,79888.23,56.26,103.88,2824.81,2.1,24.26,833.72,0.15,225.71,5.89,2.28,442.68,5.02,0.02,28.44,54.61,0.01,0.16,11.25,0.01,0.01,0.37,0.1,2.47,0.0,1.516,0.014,0.001,0.545,0.44,0.009,0.003,55.0
396,,12.79,36090.92,147.19,161045.34,248513.37,50.96,1372.71,72634.41,83872.65,79.43,105.27,2414.95,4.8,26.36,845.0,0.1,225.54,5.56,2.14,442.11,4.82,0.02,30.18,52.73,0.01,0.16,11.64,0.01,0.01,0.31,0.1,2.382,0.0,1.607,0.012,0.001,0.563,0.422,0.009,0.003,57.0
397,,7.91,39112.99,154.76,172967.11,239527.88,53.96,1472.74,84330.04,85095.76,47.83,109.78,2609.06,3.53,19.72,917.19,0.08,226.06,5.02,2.5,441.55,5.18,0.03,32.11,50.35,0.01,0.17,11.7,0.01,0.01,0.33,0.1,2.26,0.0,1.699,0.012,0.002,0.563,0.451,0.01,0.003,55.0
398,,8.89,33777.29,155.45,157294.6,262777.61,21.99,1787.56,76775.14,81815.99,52.04,88.62,2652.2,4.48,21.5,901.23,0.29,219.87,5.69,2.5,440.98,4.44,0.03,28.95,54.77,0.0,0.21,11.15,0.01,0.01,0.33,0.1,2.487,0.0,1.55,0.013,0.002,0.543,0.391,0.012,0.003,57.0
399,,10.84,38909.97,134.11,160001.32,233676.19,19.99,1429.51,75069.94,82443.3,79.43,100.41,2803.23,4.32,23.45,881.22,0.2,220.47,5.76,1.92,440.41,5.37,0.02,30.95,51.17,0.0,0.18,11.81,0.01,0.01,0.37,0.1,2.298,0.0,1.638,0.014,0.001,0.568,0.468,0.01,0.003,54.0
400,,10.25,42926.05,163.72,150487.5,267701.59,41.97,1258.07,78967.95,81503.77,77.32,94.86,2350.25,3.53,23.93,886.18,0.34,211.71,4.42,2.23,439.84,5.59,0.03,27.47,55.33,0.01,0.15,11.02,0.01,0.01,0.29,0.1,2.495,0.0,1.46,0.011,0.002,0.532,0.489,0.009,0.003,52.0
401,,9.47,37897.84,161.65,147844.1,241774.76,22.99,1036.67,82623.63,82735.47,62.58,120.54,3213.35,4.48,20.86,926.07,0.22,230.01,5.09,2.45,439.28,5.26,0.03,28.78,53.3,0.01,0.13,11.93,0.01,0.02,0.43,0.11,2.404,0.0,1.53,0.016,0.002,0.577,0.46,0.007,0.003,55.0
402,,10.64,38492.68,145.81,143142.9,259819.15,22.99,1568.46,88719.23,82577.93,45.73,98.67,2760.08,5.12,24.9,875.03,0.27,219.1,5.96,2.45,438.71,5.19,0.02,27.03,55.55,0.01,0.19,11.55,0.01,0.01,0.35,0.1,2.514,0.0,1.442,0.013,0.001,0.56,0.455,0.011,0.003,55.0
403,,9.86,38318.33,158.9,159059.75,243603.66,42.97,1245.46,77018.75,79269.52,56.26,102.49,3213.35,5.43,24.09,868.84,0.32,221.5,4.75,2.14,438.14,5.21,0.03,30.31,52.56,0.01,0.15,11.19,0.01,0.01,0.42,0.1,2.367,0.0,1.609,0.016,0.002,0.54,0.455,0.009,0.003,54.0
404,,11.42,37537.97,158.21,156770.44,265650.46,50.96,1333.28,91890.32,85147.32,71.0,93.13,3040.64,3.37,21.34,838.65,0.17,220.39,4.08,2.14,437.58,4.86,0.03,28.44,54.57,0.01,0.15,11.44,0.01,0.01,0.38,0.09,2.472,0.0,1.518,0.014,0.002,0.555,0.427,0.009,0.002,56.0
405,,11.23,41169.12,156.14,140642.28,261597.09,40.97,1223.15,85792.9,76307.7,68.89,100.06,2609.06,5.27,25.88,875.38,0.17,222.88,4.48,1.97,437.01,5.58,0.03,26.73,56.3,0.01,0.15,10.74,0.01,0.01,0.34,0.1,2.543,0.0,1.423,0.013,0.002,0.52,0.489,0.009,0.003,51.0
406,,11.62,38765.45,168.54,160167.34,274507.49,13.0,1372.01,87987.57,80097.34,60.47,100.76,2738.5,6.07,21.67,911.87,0.15,206.73,4.95,2.54,436.44,4.93,0.03,28.52,55.35,0.0,0.16,10.56,0.01,0.01,0.33,0.1,2.506,0.0,1.522,0.012,0.002,0.512,0.433,0.009,0.003,54.0
407,,12.2,38847.11,156.14,152854.12,262916.25,25.98,1496.05,76287.91,77255.83,52.04,109.08,2954.3,4.0,22.8,900.17,0.2,224.43,4.48,2.32,435.88,5.14,0.03,28.34,55.2,0.01,0.18,10.61,0.01,0.01,0.37,0.1,2.496,0.0,1.51,0.014,0.002,0.514,0.451,0.01,0.003,53.0
408,,12.2,38963.23,158.21,166844.08,295516.48,46.96,1278.58,82623.63,80062.96,68.89,95.21,2652.2,3.37,25.23,924.83,0.34,211.54,5.02,2.41,435.31,4.7,0.02,28.18,56.52,0.01,0.14,10.01,0.01,0.01,0.31,0.1,2.567,0.0,1.508,0.012,0.001,0.487,0.414,0.008,0.003,54.0
409,,8.89,36795.96,167.85,143659.75,262469.73,22.99,1437.71,84330.04,80859.28,39.41,90.7,2587.49,4.64,21.34,924.65,0.34,218.58,4.15,2.63,434.74,4.95,0.03,27.08,56.02,0.01,0.17,11.29,0.01,0.01,0.33,0.11,2.541,0.0,1.448,0.013,0.002,0.549,0.435,0.01,0.003,55.0
410,,10.45,37260.92,165.1,148682.57,251047.75,28.98,1484.41,79942.67,86164.19,68.89,98.33,2522.78,4.64,22.31,905.13,0.13,209.22,5.56,2.41,434.18,5.05,0.03,28.22,53.95,0.01,0.18,12.11,0.01,0.01,0.33,0.1,2.439,0.0,1.504,0.012,0.002,0.587,0.443,0.01,0.003,56.0
411,,9.67,41162.65,158.9,148546.18,257411.19,27.98,1417.37,85305.26,76193.13,54.15,108.74,2630.63,3.05,18.75,854.88,0.22,212.65,4.01,2.99,433.61,5.55,0.03,28.06,55.06,0.01,0.17,10.66,0.01,0.01,0.34,0.1,2.482,0.0,1.491,0.013,0.002,0.515,0.485,0.01,0.003,51.0
412,,10.84,36935.23,157.52,170553.3,245293.92,50.96,1433.51,79942.67,77880.27,62.58,90.35,3342.92,3.69,26.69,848.71,0.22,218.41,4.68,2.32,433.04,4.91,0.03,31.8,51.78,0.01,0.17,10.75,0.01,0.01,0.42,0.1,2.333,0.0,1.689,0.016,0.002,0.519,0.429,0.01,0.003,54.0
413,,8.5,36934.48,144.44,153827.16,257180.79,24.99,1676.59,80673.77,85823.32,71.0,104.23,2997.47,4.0,21.5,902.29,0.2,214.03,4.55,2.85,432.47,4.89,0.02,28.55,54.04,0.01,0.2,11.79,0.01,0.01,0.38,0.1,2.446,0.0,1.523,0.014,0.001,0.572,0.429,0.012,0.003,56.0
414,,11.23,35566.37,184.39,156594.44,276285.41,9.01,1576.1,81892.39,72824.56,64.68,101.45,3256.54,4.64,25.07,818.04,0.24,218.15,4.42,2.59,431.91,4.59,0.03,28.33,56.59,0.0,0.18,9.76,0.01,0.01,0.4,0.09,2.572,0.0,1.518,0.015,0.002,0.475,0.405,0.01,0.002,53.0
415,,10.25,35034.12,160.96,163639.55,263591.13,46.96,1717.12,80186.36,80907.97,79.43,98.67,2565.92,6.55,25.39,873.08,0.15,224.08,4.89,2.72,431.34,4.54,0.03,29.71,54.19,0.01,0.2,10.88,0.01,0.01,0.32,0.1,2.457,0.0,1.587,0.012,0.002,0.528,0.399,0.012,0.003,56.0
416,,13.77,36244.57,167.85,137722.6,258012.67,24.99,1532.51,69225.6,72182.93,75.21,109.78,2242.45,4.0,22.64,819.27,0.1,208.27,4.75,2.06,430.77,5.05,0.03,26.87,57.0,0.01,0.19,10.43,0.01,0.01,0.3,0.1,2.585,0.0,1.436,0.011,0.002,0.507,0.444,0.011,0.003,53.0
417,,9.47,37331.75,171.98,145320.51,272984.44,25.98,1602.42,75313.52,74336.97,45.73,81.34,3429.31,4.16,23.61,886.35,0.17,207.76,4.62,3.25,430.21,4.93,0.03,26.9,57.21,0.01,0.19,10.19,0.01,0.01,0.43,0.1,2.598,0.0,1.44,0.016,0.002,0.496,0.434,0.011,0.003,53.0
418,,9.47,38362.26,180.25,164856.83,269175.73,32.98,1540.38,71416.85,78625.02,49.94,89.66,2113.11,3.05,24.74,863.54,0.22,219.35,5.22,2.59,429.64,4.9,0.03,29.52,54.57,0.01,0.18,10.43,0.01,0.01,0.26,0.09,2.467,0.0,1.573,0.01,0.002,0.505,0.43,0.01,0.002,53.0
419,,9.67,38188.86,183.01,150111.17,275088.58,26.98,1577.27,79211.62,77751.37,64.68,99.02,2781.65,3.69,25.07,874.85,0.2,208.7,5.15,2.32,429.07,4.95,0.03,27.29,56.61,0.01,0.18,10.47,0.01,0.01,0.34,0.1,2.568,0.0,1.459,0.013,0.002,0.509,0.435,0.01,0.003,53.0
420,,11.81,40909.5,189.21,165697.88,256436.59,15.0,1443.32,71173.35,72601.13,45.73,105.96,2091.56,4.16,21.83,958.08,0.22,212.22,4.48,2.32,428.51,5.38,0.03,30.56,53.55,0.0,0.17,9.92,0.01,0.01,0.26,0.11,2.408,0.0,1.62,0.01,0.002,0.478,0.469,0.01,0.003,50.0
421,,12.2,40665.95,177.5,158865.17,254226.4,64.95,1698.24,86280.56,80910.83,52.04,118.45,2134.67,4.64,22.64,811.18,0.27,211.71,6.36,2.32,427.94,5.38,0.03,29.47,53.4,0.01,0.2,11.12,0.01,0.02,0.27,0.09,2.404,0.0,1.564,0.01,0.002,0.536,0.47,0.011,0.002,53.0
422,,11.62,39546.08,160.27,159624.61,258754.84,41.97,1709.71,75069.94,72804.51,56.26,101.8,2716.92,4.96,24.26,864.42,0.06,214.89,6.63,3.43,427.37,5.24,0.03,29.64,54.4,0.01,0.2,10.01,0.01,0.01,0.34,0.1,2.453,0.0,1.575,0.013,0.002,0.484,0.458,0.012,0.003,51.0
423,,11.42,40088.14,147.88,149444.22,258167.63,14.0,1703.11,84330.04,78160.98,49.94,88.96,2091.56,7.34,24.26,914.53,0.17,199.09,5.76,1.97,426.81,5.38,0.02,28.11,54.99,0.0,0.2,10.89,0.01,0.01,0.27,0.11,2.481,0.0,1.495,0.01,0.001,0.527,0.471,0.012,0.003,52.0
424,,8.89,41042.57,151.32,156075.94,282966.94,40.97,1564.32,67278.2,82555.01,64.68,101.1,2716.92,6.23,25.07,904.24,0.22,220.99,6.09,2.45,426.24,5.13,0.02,27.35,56.15,0.01,0.17,10.71,0.01,0.01,0.32,0.1,2.543,0.0,1.46,0.012,0.001,0.52,0.451,0.01,0.003,53.0
425,,11.03,38797.59,155.45,148708.28,274701.17,20.99,1694.1,75557.11,77141.25,56.26,95.55,2781.65,4.96,21.5,822.97,0.29,225.63,5.56,2.76,425.67,5.05,0.02,27.12,56.73,0.0,0.2,10.42,0.01,0.01,0.35,0.09,2.572,0.0,1.449,0.013,0.001,0.506,0.444,0.012,0.002,53.0
426,,12.4,37885.18,159.59,151242.38,262948.89,37.97,1518.3,68738.72,70386.93,94.17,92.43,3083.81,4.48,23.61,868.84,0.1,226.75,4.48,2.45,425.11,5.08,0.03,28.43,55.96,0.01,0.18,9.8,0.02,0.01,0.39,0.1,2.532,0.001,1.516,0.015,0.002,0.475,0.446,0.01,0.003,51.0
427,,10.64,39925.36,163.03,149893.64,239315.84,43.97,1614.96,76775.14,76201.72,54.15,103.88,2652.2,5.91,21.99,851.18,0.2,222.71,5.35,2.14,424.54,5.59,0.03,29.42,53.19,0.01,0.2,11.08,0.01,0.01,0.35,0.1,2.391,0.0,1.559,0.013,0.002,0.534,0.487,0.011,0.003,52.0
428,,9.47,40729.56,160.27,161287.3,262212.82,42.97,1545.68,76287.91,77167.03,49.94,100.06,2479.64,4.0,21.99,859.48,0.22,218.06,5.76,2.32,423.97,5.3,0.03,29.44,54.19,0.01,0.18,10.43,0.01,0.01,0.31,0.1,2.442,0.0,1.564,0.012,0.002,0.504,0.463,0.01,0.003,52.0
429,,8.1,39262.21,153.39,142643.26,247610.14,45.96,1524.8,73852.1,75511.39,62.58,97.98,3148.58,4.16,23.93,902.12,0.27,213.68,5.69,1.75,423.4,5.48,0.03,27.92,54.87,0.01,0.19,10.95,0.01,0.01,0.42,0.11,2.475,0.0,1.484,0.016,0.002,0.529,0.479,0.011,0.003,52.0
430,,13.38,40013.76,168.54,153976.72,262098.66,28.98,1568.43,77262.39,85917.85,77.32,99.02,2414.95,4.16,23.29,879.63,0.24,226.14,6.23,2.68,422.84,5.22,0.03,28.18,54.31,0.01,0.18,11.64,0.01,0.01,0.3,0.1,2.453,0.0,1.5,0.011,0.002,0.563,0.457,0.01,0.003,55.0
431,,10.84,37495.75,158.9,150024.55,264009.11,33.98,1616.26,76775.14,82002.18,60.47,93.82,3040.64,4.16,24.09,814.7,0.39,206.64,5.96,2.06,422.27,4.95,0.03,27.77,55.32,0.01,0.19,11.24,0.01,0.01,0.38,0.09,2.506,0.0,1.483,0.014,0.002,0.546,0.435,0.011,0.002,55.0
432,,12.79,39798.96,165.78,155289.88,254256.99,36.97,1465.8,74339.22,71174.65,60.47,110.47,2565.92,5.59,25.07,837.24,0.1,224.68,4.68,2.14,421.7,5.38,0.03,29.42,54.55,0.01,0.18,9.99,0.01,0.01,0.33,0.1,2.458,0.0,1.562,0.012,0.002,0.482,0.47,0.01,0.003,50.0
433,,10.64,38776.55,171.98,164267.9,225212.66,42.97,1757.51,78236.96,75488.47,64.68,98.67,3407.71,6.7,20.86,847.12,0.17,211.71,5.35,2.14,421.14,5.46,0.03,32.39,50.28,0.01,0.22,11.02,0.01,0.01,0.46,0.1,2.252,0.0,1.71,0.017,0.002,0.529,0.474,0.013,0.003,52.0
434,,10.84,38539.27,157.52,161855.56,257843.44,34.97,1813.94,78480.61,74471.6,75.21,90.7,2911.13,3.69,23.93,837.77,0.24,222.36,5.82,1.66,420.57,5.09,0.03,29.95,54.02,0.01,0.21,10.21,0.01,0.01,0.37,0.09,2.438,0.0,1.593,0.014,0.002,0.494,0.445,0.012,0.002,52.0
